S.No.,Student Name,Roll Number,Email,Department,Subject,Subject Code,Date,Status,Verification Method,Face Confidence,Marked At
507,"Chirag Sharma",CE2023064,"student64@local.com","Civil Engineering","Environmental Engineering",CE401,19/5/2026,PRESENT,face,0.7969,19/5/2026, 12:01:26 pm
508,"Arjun Sharma",CSE2023005,"student5@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,19/5/2026,PRESENT,face,0.8001,19/5/2026, 2:02:34 pm
509,"Kabir Sharma",CSE2023017,"student17@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,19/5/2026,PRESENT,face,0.9825,19/5/2026, 2:01:41 pm
510,"Advik Sharma",CSE2023013,"student13@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,19/5/2026,LATE,face,0.8781,19/5/2026, 2:17:35 pm
511,"Reyansh Sharma",CSE2023007,"student7@local.com","Computer Science & Engineering","Database Management Systems",CSE301,18/5/2026,LATE,face,0.8456,18/5/2026, 12:24:09 pm
512,"Sai Sharma",CSE2023006,"student6@local.com","Computer Science & Engineering","Database Management Systems",CSE301,18/5/2026,PRESENT,face,0.8106,18/5/2026, 12:00:11 pm
513,"Aditya Sharma",CSE2023003,"student3@local.com","Computer Science & Engineering","Database Management Systems",CSE301,18/5/2026,PRESENT,face,0.8024,18/5/2026, 12:03:49 pm
514,"Vivaan Sharma",CSE2023002,"student2@local.com","Computer Science & Engineering","Database Management Systems",CSE301,18/5/2026,PRESENT,face,0.8536,18/5/2026, 12:02:41 pm
515,"Kabir Sharma",CSE2023017,"student17@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,18/5/2026,PRESENT,face,0.8771,18/5/2026, 10:03:22 am
516,"Advik Sharma",CSE2023013,"student13@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,18/5/2026,PRESENT,face,0.7652,18/5/2026, 10:03:56 am
517,"Krishna Sharma",CSE2023009,"student9@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,18/5/2026,PRESENT,face,0.9246,18/5/2026, 10:04:28 am
518,"Arjun Sharma",CSE2023005,"student5@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,18/5/2026,LATE,face,0.7963,18/5/2026, 10:15:40 am
519,"Naina Sharma",IT2023094,"student94@local.com","Information Technology","Cloud Computing",IT302,18/5/2026,ABSENT,manual,N/A,18/5/2026, 1:04:04 pm
520,"Aarav Sharma",CSE2023001,"student@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,18/5/2026,PRESENT,face,0.8383,18/5/2026, 10:02:01 am
521,"Anirudh Sharma",CSE2023019,"student19@local.com","Computer Science & Engineering","Database Management Systems",CSE301,18/5/2026,ABSENT,manual,N/A,18/5/2026, 12:04:13 pm
522,"Tanya Sharma",IT2023099,"student99@local.com","Information Technology","Cloud Computing",IT302,18/5/2026,PRESENT,face,0.9529,18/5/2026, 1:03:17 pm
523,"Simran Sharma",IT2023098,"student98@local.com","Information Technology","Cloud Computing",IT302,18/5/2026,PRESENT,face,0.9025,18/5/2026, 1:03:40 pm
524,"Ojaswi Sharma",IT2023095,"student95@local.com","Information Technology","Cloud Computing",IT302,18/5/2026,PRESENT,face,0.7515,18/5/2026, 1:02:17 pm
525,"Khushi Sharma",IT2023091,"student91@local.com","Information Technology","Cloud Computing",IT302,18/5/2026,PRESENT,face,0.9431,18/5/2026, 1:00:46 pm
526,"Zain Sharma",IT2023090,"student90@local.com","Information Technology","Cloud Computing",IT302,18/5/2026,ABSENT,manual,N/A,18/5/2026, 1:02:56 pm
527,"Tejas Sharma",IT2023087,"student87@local.com","Information Technology","Cloud Computing",IT302,18/5/2026,PRESENT,face,0.9669,18/5/2026, 1:03:59 pm
528,"Sahil Sharma",IT2023086,"student86@local.com","Information Technology","Cloud Computing",IT302,18/5/2026,PRESENT,face,0.8868,18/5/2026, 1:03:12 pm
529,"Om Sharma",IT2023083,"student83@local.com","Information Technology","Cloud Computing",IT302,18/5/2026,PRESENT,face,0.9860,18/5/2026, 1:02:08 pm
530,"Nakul Sharma",IT2023082,"student82@local.com","Information Technology","Cloud Computing",IT302,18/5/2026,PRESENT,face,0.7637,18/5/2026, 1:02:44 pm
531,"Gauri Sharma",CE2023079,"student79@local.com","Civil Engineering","Geotechnical Engineering",CE301,18/5/2026,PRESENT,face,0.8217,18/5/2026, 9:02:48 am
532,"Eshani Sharma",CE2023078,"student78@local.com","Civil Engineering","Geotechnical Engineering",CE301,18/5/2026,PRESENT,face,0.8833,18/5/2026, 9:01:18 am
533,"Bhavya Sharma",CE2023075,"student75@local.com","Civil Engineering","Geotechnical Engineering",CE301,18/5/2026,PRESENT,face,0.7828,18/5/2026, 9:04:22 am
534,"Anika Sharma",CE2023074,"student74@local.com","Civil Engineering","Geotechnical Engineering",CE301,18/5/2026,PRESENT,face,0.7577,18/5/2026, 9:04:33 am
535,"Nandini Sharma",CE2023071,"student71@local.com","Civil Engineering","Geotechnical Engineering",CE301,18/5/2026,PRESENT,face,0.7672,18/5/2026, 9:01:56 am
536,"Shivansh Sharma",CE2023070,"student70@local.com","Civil Engineering","Geotechnical Engineering",CE301,18/5/2026,PRESENT,face,0.7577,18/5/2026, 9:03:03 am
537,"Arnav Sharma",CE2023067,"student67@local.com","Civil Engineering","Geotechnical Engineering",CE301,18/5/2026,PRESENT,face,0.7636,18/5/2026, 9:01:53 am
538,"Krish Sharma",CE2023066,"student66@local.com","Civil Engineering","Geotechnical Engineering",CE301,18/5/2026,PRESENT,face,0.7886,18/5/2026, 9:03:14 am
539,"Mihir Sharma",CE2023063,"student63@local.com","Civil Engineering","Geotechnical Engineering",CE301,18/5/2026,PRESENT,face,0.9725,18/5/2026, 9:02:47 am
540,"Parth Sharma",CE2023062,"student62@local.com","Civil Engineering","Geotechnical Engineering",CE301,18/5/2026,PRESENT,face,0.7991,18/5/2026, 9:00:28 am
541,"Ritvik Sharma",CSE2023018,"student18@local.com","Computer Science & Engineering","Database Management Systems",CSE301,18/5/2026,PRESENT,face,0.9259,18/5/2026, 12:00:50 pm
542,"Advaith Sharma",CSE2023015,"student15@local.com","Computer Science & Engineering","Database Management Systems",CSE301,18/5/2026,ABSENT,manual,N/A,18/5/2026, 12:04:14 pm
543,"Pranav Sharma",CSE2023014,"student14@local.com","Computer Science & Engineering","Database Management Systems",CSE301,18/5/2026,PRESENT,face,0.7789,18/5/2026, 12:02:38 pm
544,"Shaurya Sharma",CSE2023011,"student11@local.com","Computer Science & Engineering","Database Management Systems",CSE301,18/5/2026,LATE,face,0.8341,18/5/2026, 12:16:53 pm
545,"Ishaan Sharma",CSE2023010,"student10@local.com","Computer Science & Engineering","Database Management Systems",CSE301,18/5/2026,PRESENT,face,0.9313,18/5/2026, 12:04:06 pm
546,"Divya Sharma",CE2023077,"student77@local.com","Civil Engineering","Structural Analysis",CE201,15/5/2026,LATE,face,0.9365,15/5/2026, 12:17:03 pm
547,"Trisha Sharma",CE2023073,"student73@local.com","Civil Engineering","Structural Analysis",CE201,15/5/2026,PRESENT,face,0.7910,15/5/2026, 12:04:24 pm
548,"Rudra Sharma",CE2023069,"student69@local.com","Civil Engineering","Structural Analysis",CE201,15/5/2026,ABSENT,manual,N/A,15/5/2026, 12:00:58 pm
549,"Darsh Sharma",CE2023065,"student65@local.com","Civil Engineering","Structural Analysis",CE201,15/5/2026,PRESENT,face,0.9137,15/5/2026, 12:02:08 pm
550,"Harsh Sharma",CE2023061,"student61@local.com","Civil Engineering","Structural Analysis",CE201,15/5/2026,PRESENT,face,0.8107,15/5/2026, 12:02:18 pm
551,"Kabir Sharma",CSE2023017,"student17@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,15/5/2026,PRESENT,face,0.8426,15/5/2026, 12:00:16 pm
552,"Advik Sharma",CSE2023013,"student13@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,15/5/2026,PRESENT,face,0.9575,15/5/2026, 12:02:47 pm
553,"Arjun Sharma",CSE2023005,"student5@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,15/5/2026,PRESENT,face,0.9284,15/5/2026, 12:01:48 pm
554,"Krishna Sharma",CSE2023009,"student9@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,15/5/2026,ABSENT,manual,N/A,15/5/2026, 12:00:01 pm
555,"Aarav Sharma",CSE2023001,"student@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,15/5/2026,PRESENT,face,0.7885,15/5/2026, 12:03:21 pm
556,"Tanya Sharma",IT2023099,"student99@local.com","Information Technology","Software Engineering",IT301,15/5/2026,PRESENT,face,0.8404,15/5/2026, 11:00:14 am
557,"Simran Sharma",IT2023098,"student98@local.com","Information Technology","Software Engineering",IT301,15/5/2026,PRESENT,face,0.9381,15/5/2026, 11:03:06 am
558,"Ojaswi Sharma",IT2023095,"student95@local.com","Information Technology","Software Engineering",IT301,15/5/2026,PRESENT,face,0.7721,15/5/2026, 11:00:35 am
559,"Naina Sharma",IT2023094,"student94@local.com","Information Technology","Software Engineering",IT301,15/5/2026,PRESENT,face,0.7805,15/5/2026, 11:03:57 am
560,"Khushi Sharma",IT2023091,"student91@local.com","Information Technology","Software Engineering",IT301,15/5/2026,PRESENT,face,0.9366,15/5/2026, 11:00:27 am
561,"Zain Sharma",IT2023090,"student90@local.com","Information Technology","Software Engineering",IT301,15/5/2026,PRESENT,face,0.9052,15/5/2026, 11:00:51 am
562,"Tejas Sharma",IT2023087,"student87@local.com","Information Technology","Software Engineering",IT301,15/5/2026,PRESENT,face,0.9576,15/5/2026, 11:02:04 am
563,"Sahil Sharma",IT2023086,"student86@local.com","Information Technology","Software Engineering",IT301,15/5/2026,PRESENT,face,0.9224,15/5/2026, 11:03:48 am
564,"Om Sharma",IT2023083,"student83@local.com","Information Technology","Software Engineering",IT301,15/5/2026,ABSENT,manual,N/A,15/5/2026, 11:03:25 am
565,"Nakul Sharma",IT2023082,"student82@local.com","Information Technology","Software Engineering",IT301,15/5/2026,PRESENT,face,0.8829,15/5/2026, 11:02:43 am
566,"Radhika Sharma",IT2023097,"student97@local.com","Information Technology","Web Technologies",IT201,15/5/2026,PRESENT,face,0.7718,15/5/2026, 11:00:40 am
567,"Mira Sharma",IT2023093,"student93@local.com","Information Technology","Web Technologies",IT201,15/5/2026,PRESENT,face,0.7918,15/5/2026, 11:01:14 am
568,"Ved Sharma",IT2023089,"student89@local.com","Information Technology","Web Technologies",IT201,15/5/2026,PRESENT,face,0.7662,15/5/2026, 11:01:45 am
569,"Rishi Sharma",IT2023085,"student85@local.com","Information Technology","Web Technologies",IT201,15/5/2026,PRESENT,face,0.8709,15/5/2026, 11:03:14 am
570,"Manav Sharma",IT2023081,"student81@local.com","Information Technology","Web Technologies",IT201,15/5/2026,PRESENT,face,0.7928,15/5/2026, 11:00:20 am
571,"Ishaan Sharma",CSE2023010,"student10@local.com","Computer Science & Engineering","Database Management Systems",CSE301,14/5/2026,ABSENT,manual,N/A,14/5/2026, 12:03:23 pm
572,"Reyansh Sharma",CSE2023007,"student7@local.com","Computer Science & Engineering","Database Management Systems",CSE301,14/5/2026,ABSENT,manual,N/A,14/5/2026, 12:01:09 pm
573,"Sai Sharma",CSE2023006,"student6@local.com","Computer Science & Engineering","Database Management Systems",CSE301,14/5/2026,PRESENT,face,0.7580,14/5/2026, 12:01:22 pm
574,"Aditya Sharma",CSE2023003,"student3@local.com","Computer Science & Engineering","Database Management Systems",CSE301,14/5/2026,PRESENT,face,0.7836,14/5/2026, 12:02:09 pm
575,"Vivaan Sharma",CSE2023002,"student2@local.com","Computer Science & Engineering","Database Management Systems",CSE301,14/5/2026,ABSENT,manual,N/A,14/5/2026, 12:03:35 pm
576,"Kabir Sharma",CSE2023017,"student17@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,14/5/2026,PRESENT,face,0.9807,14/5/2026, 1:00:52 pm
577,"Advik Sharma",CSE2023013,"student13@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,14/5/2026,PRESENT,face,0.8114,14/5/2026, 1:00:44 pm
578,"Krishna Sharma",CSE2023009,"student9@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,14/5/2026,PRESENT,face,0.8343,14/5/2026, 1:02:51 pm
579,"Arjun Sharma",CSE2023005,"student5@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,14/5/2026,ABSENT,manual,N/A,14/5/2026, 1:04:13 pm
580,"Aarav Sharma",CSE2023001,"student@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,14/5/2026,PRESENT,face,0.9082,14/5/2026, 1:01:29 pm
581,"Anirudh Sharma",CSE2023019,"student19@local.com","Computer Science & Engineering","Database Management Systems",CSE301,14/5/2026,PRESENT,face,0.8184,14/5/2026, 12:03:59 pm
582,"Ritvik Sharma",CSE2023018,"student18@local.com","Computer Science & Engineering","Database Management Systems",CSE301,14/5/2026,PRESENT,face,0.9788,14/5/2026, 12:03:16 pm
583,"Advaith Sharma",CSE2023015,"student15@local.com","Computer Science & Engineering","Database Management Systems",CSE301,14/5/2026,ABSENT,manual,N/A,14/5/2026, 12:01:19 pm
584,"Pranav Sharma",CSE2023014,"student14@local.com","Computer Science & Engineering","Database Management Systems",CSE301,14/5/2026,PRESENT,face,0.8235,14/5/2026, 12:01:05 pm
585,"Shaurya Sharma",CSE2023011,"student11@local.com","Computer Science & Engineering","Database Management Systems",CSE301,14/5/2026,PRESENT,face,0.9664,14/5/2026, 12:04:27 pm
586,"Riddhi Sharma",ME2023057,"student57@local.com","Mechanical Engineering","Engineering Mechanics",ME201,13/5/2026,PRESENT,face,0.9246,13/5/2026, 1:02:41 pm
587,"Diya Sharma",ECE2023022,"student22@local.com","Electronics & Communication","Signals & Systems",ECE301,13/5/2026,PRESENT,face,0.8877,13/5/2026, 2:00:07 pm
588,"Pihu Sharma",ECE2023038,"student38@local.com","Electronics & Communication","Signals & Systems",ECE301,13/5/2026,PRESENT,face,0.8689,13/5/2026, 2:03:52 pm
589,"Mahi Sharma",ECE2023035,"student35@local.com","Electronics & Communication","Signals & Systems",ECE301,13/5/2026,ABSENT,manual,N/A,13/5/2026, 2:02:57 pm
590,"Kiara Sharma",ECE2023034,"student34@local.com","Electronics & Communication","Signals & Systems",ECE301,13/5/2026,PRESENT,face,0.8951,13/5/2026, 2:01:01 pm
591,"Aisha Sharma",ECE2023031,"student31@local.com","Electronics & Communication","Signals & Systems",ECE301,13/5/2026,PRESENT,face,0.8698,13/5/2026, 2:03:34 pm
592,"Riya Sharma",ECE2023030,"student30@local.com","Electronics & Communication","Signals & Systems",ECE301,13/5/2026,PRESENT,face,0.9573,13/5/2026, 2:00:47 pm
593,"Aarohi Sharma",ECE2023027,"student27@local.com","Electronics & Communication","Signals & Systems",ECE301,13/5/2026,PRESENT,face,0.7717,13/5/2026, 2:00:23 pm
594,"Aadhya Sharma",ECE2023026,"student26@local.com","Electronics & Communication","Signals & Systems",ECE301,13/5/2026,PRESENT,face,0.9438,13/5/2026, 2:03:33 pm
595,"Myra Sharma",ECE2023023,"student23@local.com","Electronics & Communication","Signals & Systems",ECE301,13/5/2026,PRESENT,face,0.7852,13/5/2026, 2:04:50 pm
596,"Kavya Sharma",ECE2023039,"student39@local.com","Electronics & Communication","Signals & Systems",ECE301,13/5/2026,PRESENT,face,0.9121,13/5/2026, 2:03:58 pm
597,"Neha Sharma",ME2023053,"student53@local.com","Mechanical Engineering","Engineering Mechanics",ME201,13/5/2026,PRESENT,face,0.8873,13/5/2026, 1:03:48 pm
598,"Rahul Sharma",ME2023049,"student49@local.com","Mechanical Engineering","Engineering Mechanics",ME201,13/5/2026,PRESENT,face,0.8455,13/5/2026, 1:04:07 pm
599,"Aryan Sharma",ME2023045,"student45@local.com","Mechanical Engineering","Engineering Mechanics",ME201,13/5/2026,PRESENT,face,0.9523,13/5/2026, 1:01:28 pm
600,"Rohan Sharma",ME2023041,"student41@local.com","Mechanical Engineering","Engineering Mechanics",ME201,13/5/2026,PRESENT,face,0.8495,13/5/2026, 1:04:27 pm
601,"Kabir Sharma",CSE2023017,"student17@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,13/5/2026,PRESENT,face,0.8223,13/5/2026, 10:00:24 am
602,"Advik Sharma",CSE2023013,"student13@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,13/5/2026,ABSENT,manual,N/A,13/5/2026, 10:03:55 am
603,"Krishna Sharma",CSE2023009,"student9@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,13/5/2026,PRESENT,face,0.8556,13/5/2026, 10:03:21 am
604,"Arjun Sharma",CSE2023005,"student5@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,13/5/2026,PRESENT,face,0.8565,13/5/2026, 10:01:26 am
605,"Aarav Sharma",CSE2023001,"student@local.com","Computer Science & Engineering","Data Structures & Algorithms",CSE201,13/5/2026,PRESENT,face,0.7804,13/5/2026, 10:00:55 am
606,"Riya Sharma",ECE2023030,"student30@local.com","Electronics & Communication","Signals & Systems",ECE301,12/5/2026,ABSENT,manual,N/A,12/5/2026, 11:02:53 am
607,"Aarohi Sharma",ECE2023027,"student27@local.com","Electronics & Communication","Signals & Systems",ECE301,12/5/2026,PRESENT,face,0.8162,12/5/2026, 11:03:28 am
608,"Aadhya Sharma",ECE2023026,"student26@local.com","Electronics & Communication","Signals & Systems",ECE301,12/5/2026,PRESENT,face,0.7961,12/5/2026, 11:04:13 am
609,"Myra Sharma",ECE2023023,"student23@local.com","Electronics & Communication","Signals & Systems",ECE301,12/5/2026,ABSENT,manual,N/A,12/5/2026, 11:01:33 am
610,"Diya Sharma",ECE2023022,"student22@local.com","Electronics & Communication","Signals & Systems",ECE301,12/5/2026,PRESENT,face,0.9181,12/5/2026, 11:00:34 am
611,"Divya Sharma",CE2023077,"student77@local.com","Civil Engineering","Structural Analysis",CE201,12/5/2026,PRESENT,face,0.9641,12/5/2026, 1:01:17 pm
612,"Trisha Sharma",CE2023073,"student73@local.com","Civil Engineering","Structural Analysis",CE201,12/5/2026,ABSENT,manual,N/A,12/5/2026, 1:00:50 pm
613,"Rudra Sharma",CE2023069,"student69@local.com","Civil Engineering","Structural Analysis",CE201,12/5/2026,PRESENT,face,0.8483,12/5/2026, 1:01:41 pm
614,"Darsh Sharma",CE2023065,"student65@local.com","Civil Engineering","Structural Analysis",CE201,12/5/2026,PRESENT,face,0.9530,12/5/2026, 1:00:37 pm
615,"Harsh Sharma",CE2023061,"student61@local.com","Civil Engineering","Structural Analysis",CE201,12/5/2026,PRESENT,face,0.9825,12/5/2026, 1:03:29 pm
616,"Kavya Sharma",ECE2023039,"student39@local.com","Electronics & Communication","Signals & Systems",ECE301,12/5/2026,PRESENT,face,0.7570,12/5/2026, 11:02:15 am
617,"Pihu Sharma",ECE2023038,"student38@local.com","Electronics & Communication","Signals & Systems",ECE301,12/5/2026,PRESENT,face,0.9544,12/5/2026, 11:00:58 am
618,"Mahi Sharma",ECE2023035,"student35@local.com","Electronics & Communication","Signals & Systems",ECE301,12/5/2026,PRESENT,face,0.8364,12/5/2026, 11:02:47 am
619,"Kiara Sharma",ECE2023034,"student34@local.com","Electronics & Communication","Signals & Systems",ECE301,12/5/2026,PRESENT,face,0.8035,12/5/2026, 11:00:04 am
620,"Aisha Sharma",ECE2023031,"student31@local.com","Electronics & Communication","Signals & Systems",ECE301,12/5/2026,PRESENT,face,0.9239,12/5/2026, 11:02:21 am
621,"Kavya Sharma",ECE2023039,"student39@local.com","Electronics & Communication","VLSI Design",ECE302,11/5/2026,PRESENT,face,0.8114,11/5/2026, 11:04:45 am
622,"Kiara Sharma",ECE2023034,"student34@local.com","Electronics & Communication","VLSI Design",ECE302,11/5/2026,PRESENT,face,0.9633,11/5/2026, 11:02:43 am
